Timestamp,ClientID,Latency(ms)
2024-09-18 00:07:24.873,1,110.6164
2024-09-18 00:07:24.889,3,4.056
2024-09-18 00:07:24.934,2,104.7612
2024-09-18 00:07:25.005,5,3.5392
2024-09-18 00:07:25.044,4,104.6702
2024-09-18 00:07:25.182,6,117.8644
2024-09-18 00:07:25.244,7,118.7146
2024-09-18 00:07:25.306,8,118.3678
2024-09-18 00:07:25.368,9,116.259
2024-09-18 00:07:25.394,10,82.6378
2024-09-18 00:07:25.955,1,70.0514
2024-09-18 00:07:25.970,3,69.984
2024-09-18 00:07:26.017,2,70.3022
2024-09-18 00:07:26.080,5,70.9707
2024-09-18 00:07:26.127,4,72.5897
2024-09-18 00:07:26.267,6,73.8537
2024-09-18 00:07:26.331,7,74.5692
2024-09-18 00:07:26.393,8,74.385
2024-09-18 00:07:26.456,9,74.4895
2024-09-18 00:07:26.485,10,91.1051
2024-09-18 00:07:27.042,1,72.7309
2024-09-18 00:07:27.058,3,72.9099
2024-09-18 00:07:27.105,2,72.8074
2024-09-18 00:07:27.167,5,72.0584
2024-09-18 00:07:27.210,4,69.8623
2024-09-18 00:07:27.350,6,70.5426
2024-09-18 00:07:27.410,7,69.4042
2024-09-18 00:07:27.472,8,68.6407
2024-09-18 00:07:27.535,9,69.156
2024-09-18 00:07:27.564,10,68.091
2024-09-18 00:07:28.120,1,64.0998
2024-09-18 00:07:28.133,3,61.3549
2024-09-18 00:07:28.181,2,62.2974
2024-09-18 00:07:28.243,5,61.1953
2024-09-18 00:07:28.289,4,75.3852
2024-09-18 00:07:28.430,6,76.688
2024-09-18 00:07:28.490,7,74.641
2024-09-18 00:07:28.553,8,75.9899
2024-09-18 00:07:28.613,9,72.6199
2024-09-18 00:07:28.644,10,71.0997
2024-09-18 00:07:29.205,1,74.2739
2024-09-18 00:07:29.220,3,74.5549
2024-09-18 00:07:29.266,2,74.1797
2024-09-18 00:07:29.326,5,72.4168
2024-09-18 00:07:29.374,4,73.3057
2024-09-18 00:07:29.514,6,72.2891
2024-09-18 00:07:29.576,7,72.3118
2024-09-18 00:07:29.638,8,71.6338
2024-09-18 00:07:29.700,9,71.5845
2024-09-18 00:07:29.731,10,86.4895
2024-09-18 00:07:30.291,1,70.9964
2024-09-18 00:07:30.307,3,70.5446
2024-09-18 00:07:30.353,2,85.2934
2024-09-18 00:07:30.416,5,85.2077
2024-09-18 00:07:30.462,4,85.5459
2024-09-18 00:07:30.600,6,82.9685
2024-09-18 00:07:30.662,7,82.0519
2024-09-18 00:07:30.724,8,81.0752
2024-09-18 00:07:30.786,9,80.2242
2024-09-18 00:07:30.816,10,78.5476
2024-09-18 00:07:31.376,1,74.8495
2024-09-18 00:07:31.390,3,73.8657
2024-09-18 00:07:31.436,2,73.232
2024-09-18 00:07:31.498,5,73.1767
2024-09-18 00:07:31.544,4,71.5842
2024-09-18 00:07:31.686,6,71.8603
2024-09-18 00:07:31.747,7,71.5141
2024-09-18 00:07:31.808,8,70.7538
2024-09-18 00:07:31.870,9,69.9429
2024-09-18 00:07:31.903,10,86.4316
2024-09-18 00:07:32.464,1,85.9953
2024-09-18 00:07:32.477,3,83.7614
2024-09-18 00:07:32.523,2,82.3388
2024-09-18 00:07:32.586,5,81.7477
2024-09-18 00:07:32.632,4,81.2589
2024-09-18 00:07:32.770,6,79.6328
2024-09-18 00:07:32.832,7,80.4995
2024-09-18 00:07:32.896,8,82.7492
2024-09-18 00:07:32.958,9,82.5386
2024-09-18 00:07:32.990,10,82.991
2024-09-18 00:07:33.553,1,84.7005
2024-09-18 00:07:33.568,3,86.0251
2024-09-18 00:07:33.615,2,85.4051
2024-09-18 00:07:33.677,5,85.2292
2024-09-18 00:07:33.725,4,87.0044
2024-09-18 00:07:33.868,6,90.0615
2024-09-18 00:07:33.931,7,90.5098
2024-09-18 00:07:33.994,8,90.805
2024-09-18 00:07:34.053,9,89.0062
2024-09-18 00:07:34.085,10,90.0363
2024-09-18 00:07:34.642,1,82.7711
2024-09-18 00:07:34.657,3,82.3766
2024-09-18 00:07:34.703,2,82.2955
2024-09-18 00:07:34.766,5,81.288
2024-09-18 00:07:34.812,4,81.9356
2024-09-18 00:07:34.950,6,80.4214
2024-09-18 00:07:35.014,7,82.2283
2024-09-18 00:07:35.076,8,81.4018
2024-09-18 00:07:35.138,9,81.1976
2024-09-18 00:07:35.170,10,81.0625
2024-09-18 00:07:35.729,1,81.1082
2024-09-18 00:07:35.745,3,81.7153
2024-09-18 00:07:35.791,2,80.927
2024-09-18 00:07:35.853,5,80.6155
2024-09-18 00:07:35.899,4,81.2053
2024-09-18 00:07:36.039,6,81.5898
2024-09-18 00:07:36.104,7,83.8471
2024-09-18 00:07:36.163,8,81.095
2024-09-18 00:07:36.226,9,81.3239
2024-09-18 00:07:36.257,10,82.4455
2024-09-18 00:07:36.818,1,81.1549
2024-09-18 00:07:36.833,3,81.0185
2024-09-18 00:07:36.881,2,83.268
2024-09-18 00:07:36.944,5,83.681
2024-09-18 00:07:36.990,4,83.5348
2024-09-18 00:07:37.114,6,69.4946
2024-09-18 00:07:37.191,7,83.6343
2024-09-18 00:07:37.253,8,84.9306
2024-09-18 00:07:37.314,9,83.9652
2024-09-18 00:07:37.330,10,68.4879
2024-09-18 00:07:37.911,1,86.1854
2024-09-18 00:07:37.925,3,85.1613
2024-09-18 00:07:37.973,2,86.977
2024-09-18 00:07:38.037,5,87.7417
2024-09-18 00:07:38.083,4,87.3273
2024-09-18 00:07:38.206,6,85.6747
2024-09-18 00:07:38.284,7,86.4518
2024-09-18 00:07:38.346,8,86.9424
2024-09-18 00:07:38.411,9,89.1746
2024-09-18 00:07:38.423,10,85.9354
2024-09-18 00:07:39.006,1,92.7917
2024-09-18 00:07:39.022,3,93.3033
2024-09-18 00:07:39.068,2,92.5659
2024-09-18 00:07:39.131,5,77.5333
2024-09-18 00:07:39.179,4,78.7988
2024-09-18 00:07:39.300,6,91.4451
2024-09-18 00:07:39.379,7,92.6011
2024-09-18 00:07:39.441,8,92.5095
2024-09-18 00:07:39.503,9,77.6203
2024-09-18 00:07:39.516,10,91.0314
2024-09-18 00:07:40.096,1,74.4535
2024-09-18 00:07:40.111,3,74.3696
2024-09-18 00:07:40.158,2,74.6125
2024-09-18 00:07:40.222,5,77.1991
2024-09-18 00:07:40.264,4,72.2226
2024-09-18 00:07:40.396,6,79.7019
2024-09-18 00:07:40.472,7,77.9307
2024-09-18 00:07:40.533,8,78.9359
2024-09-18 00:07:40.596,9,78.5676
2024-09-18 00:07:40.612,10,94.5415
2024-09-18 00:07:41.190,1,83.3263
2024-09-18 00:07:41.206,3,83.3946
2024-09-18 00:07:41.254,2,85.2685
2024-09-18 00:07:41.314,5,82.4267
