Timestamp,ClientID,Latency(ms)
2024-09-17 23:17:02.986,2,4.1782
2024-09-17 23:17:03.039,1,116.2727
2024-09-17 23:17:03.161,3,118.4794
2024-09-17 23:17:03.172,5,4.4803
2024-09-17 23:17:03.223,4,116.4761
2024-09-17 23:17:03.297,7,4.0312
2024-09-17 23:17:03.348,6,118.6595
2024-09-17 23:17:03.359,8,3.9704
2024-09-17 23:17:03.423,9,3.8968
2024-09-17 23:17:03.485,10,4.0808
2024-09-17 23:17:03.654,11,110.3727
2024-09-17 23:17:03.669,13,3.7702
2024-09-17 23:17:03.716,12,110.5666
2024-09-17 23:17:03.725,14,3.9216
2024-09-17 23:17:03.888,15,112.3526
2024-09-17 23:17:03.903,17,4.0247
2024-09-17 23:17:03.947,16,110.1175
2024-09-17 23:17:03.966,18,4.1336
2024-09-17 23:17:04.028,19,4.0459
2024-09-17 23:17:04.072,2,68.5651
2024-09-17 23:17:04.118,1,68.1814
2024-09-17 23:17:04.150,21,3.9796
2024-09-17 23:17:04.195,20,110.7754
2024-09-17 23:17:04.240,3,66.2475
2024-09-17 23:17:04.254,5,80.5941
2024-09-17 23:17:04.258,23,3.4851
2024-09-17 23:17:04.302,4,66.9963
2024-09-17 23:17:04.303,22,104.8637
2024-09-17 23:17:04.322,24,4.0471
2024-09-17 23:17:04.379,7,78.8068
2024-09-17 23:17:04.384,25,3.824
2024-09-17 23:17:04.426,6,65.0603
2024-09-17 23:17:04.440,8,78.9668
2024-09-17 23:17:04.446,26,3.9336
2024-09-17 23:17:04.502,9,78.1118
2024-09-17 23:17:04.508,27,3.9712
2024-09-17 23:17:04.564,10,64.0116
2024-09-17 23:17:04.570,28,4.029
2024-09-17 23:17:04.635,29,3.778
2024-09-17 23:17:04.735,11,75.413
2024-09-17 23:17:04.750,13,74.7744
2024-09-17 23:17:04.760,31,4.2308
2024-09-17 23:17:04.796,12,74.749
2024-09-17 23:17:04.798,30,103.5404
2024-09-17 23:17:04.812,14,75.6706
2024-09-17 23:17:04.820,32,4.1097
2024-09-17 23:17:04.965,15,73.4375
2024-09-17 23:17:04.982,33,104.0811
2024-09-17 23:17:04.983,17,75.6635
2024-09-17 23:17:05.026,16,73.344
2024-09-17 23:17:05.042,18,73.4629
2024-09-17 23:17:05.058,34,115.9247
2024-09-17 23:17:05.070,36,4.011
2024-09-17 23:17:05.105,19,73.3109
2024-09-17 23:17:05.107,35,104.6697
2024-09-17 23:17:05.131,37,4.1707
2024-09-17 23:17:05.151,2,72.2522
2024-09-17 23:17:05.197,38,6.1071
2024-09-17 23:17:05.198,1,72.4368
2024-09-17 23:17:05.229,21,73.9029
2024-09-17 23:17:05.275,20,76.1885
2024-09-17 23:17:05.322,40,5.2989
2024-09-17 23:17:05.323,3,73.1911
2024-09-17 23:17:05.339,5,73.8927
2024-09-17 23:17:05.339,23,73.8679
2024-09-17 23:17:05.355,39,102.3293
2024-09-17 23:17:05.385,4,72.9738
2024-09-17 23:17:05.385,22,73.1207
2024-09-17 23:17:05.401,24,73.409
2024-09-17 23:17:05.445,42,4.2432
2024-09-17 23:17:05.464,7,73.188
2024-09-17 23:17:05.465,25,74.628
2024-09-17 23:17:05.493,41,113.9559
2024-09-17 23:17:05.505,43,2.115
2024-09-17 23:17:05.509,6,71.4072
2024-09-17 23:17:05.525,8,83.9179
2024-09-17 23:17:05.527,26,73.7784
2024-09-17 23:17:05.569,44,3.8801
2024-09-17 23:17:05.587,27,71.5956
2024-09-17 23:17:05.588,9,84.0303
2024-09-17 23:17:05.633,45,5.8383
2024-09-17 23:17:05.651,10,85.7201
2024-09-17 23:17:05.654,28,76.2086
2024-09-17 23:17:05.694,46,3.7018
2024-09-17 23:17:05.712,29,72.5024
2024-09-17 23:17:05.822,11,73.0191
2024-09-17 23:17:05.838,13,85.6956
2024-09-17 23:17:05.853,47,101.6189
2024-09-17 23:17:05.855,31,91.3583
2024-09-17 23:17:05.883,12,73.4126
2024-09-17 23:17:05.884,30,73.4356
2024-09-17 23:17:05.900,14,74.0604
2024-09-17 23:17:05.917,32,91.143
2024-09-17 23:17:05.932,48,117.4896
2024-09-17 23:17:05.979,49,105.1525
2024-09-17 23:17:06.055,50,118.8979
2024-09-17 23:17:06.056,15,89.7392
2024-09-17 23:17:06.072,33,75.7683
2024-09-17 23:17:06.074,17,77.7816
2024-09-17 23:17:06.118,16,90.4667
2024-09-17 23:17:06.132,18,89.039
2024-09-17 23:17:06.148,34,89.8347
2024-09-17 23:17:06.164,36,90.02
2024-09-17 23:17:06.195,35,73.2237
2024-09-17 23:17:06.196,19,74.6234
2024-09-17 23:17:06.226,37,89.1758
2024-09-17 23:17:06.240,2,87.2604
2024-09-17 23:17:06.286,1,86.0421
2024-09-17 23:17:06.288,38,87.9194
2024-09-17 23:17:06.318,21,86.9169
2024-09-17 23:17:06.365,20,86.8456
2024-09-17 23:17:06.412,3,87.0198
2024-09-17 23:17:06.413,40,87.2616
2024-09-17 23:17:06.428,5,87.8743
2024-09-17 23:17:06.428,23,87.9419
2024-09-17 23:17:06.444,39,72.4894
2024-09-17 23:17:06.477,4,89.1138
2024-09-17 23:17:06.477,22,89.1882
2024-09-17 23:17:06.492,24,88.6066
2024-09-17 23:17:06.538,42,88.3058
2024-09-17 23:17:06.554,25,88.6019
2024-09-17 23:17:06.554,7,88.7306
2024-09-17 23:17:06.585,41,87.6447
2024-09-17 23:17:06.600,43,88.408
2024-09-17 23:17:06.601,6,88.4788
2024-09-17 23:17:06.614,26,86.1155
2024-09-17 23:17:06.616,8,88.086
2024-09-17 23:17:06.661,44,86.3174
2024-09-17 23:17:06.676,9,86.0511
2024-09-17 23:17:06.678,27,88.0835
2024-09-17 23:17:06.723,45,86.4202
2024-09-17 23:17:06.739,28,71.4369
2024-09-17 23:17:06.740,10,73.2854
2024-09-17 23:17:06.785,46,86.3199
2024-09-17 23:17:06.801,29,86.5232
2024-09-17 23:17:06.909,11,85.4807
2024-09-17 23:17:06.925,13,71.4221
2024-09-17 23:17:06.939,31,69.7086
2024-09-17 23:17:06.939,47,69.8888
2024-09-17 23:17:06.969,30,83.9316
2024-09-17 23:17:06.971,12,85.8295
2024-09-17 23:17:06.986,14,85.4607
2024-09-17 23:17:07.000,32,68.0425
2024-09-17 23:17:07.016,48,84.0691
2024-09-17 23:17:07.063,49,83.4359
2024-09-17 23:17:07.141,15,84.591
2024-09-17 23:17:07.141,50,84.7072
2024-09-17 23:17:07.155,17,67.3612
2024-09-17 23:17:07.155,33,82.4575
2024-09-17 23:17:07.201,16,82.9794
2024-09-17 23:17:07.219,18,84.9741
2024-09-17 23:17:07.235,34,85.9817
2024-09-17 23:17:07.251,36,70.5978
2024-09-17 23:17:07.281,35,70.6237
2024-09-17 23:17:07.283,19,72.3966
2024-09-17 23:17:07.313,37,86.6208
2024-09-17 23:17:07.329,2,86.514
2024-09-17 23:17:07.375,1,86.3
2024-09-17 23:17:07.377,38,87.9405
2024-09-17 23:17:07.407,21,86.709
2024-09-17 23:17:07.455,20,88.4019
2024-09-17 23:17:07.503,40,88.9059
2024-09-17 23:17:07.505,3,90.7393
2024-09-17 23:17:07.519,23,89.1393
2024-09-17 23:17:07.519,5,89.2087
2024-09-17 23:17:07.533,39,86.7941
2024-09-17 23:17:07.566,4,73.1398
2024-09-17 23:17:07.567,22,74.5505
2024-09-17 23:17:07.581,24,88.5224
2024-09-17 23:17:07.628,42,87.127
2024-09-17 23:17:07.644,25,87.8822
2024-09-17 23:17:07.644,7,87.943
